day,time_window,context,scs_pos_1,scs_neg_2,scs_pos_3,scs_neg_4,scs_neg_5,scs_pos_6,scs_pos_7,scs_neg_8,neg_aff,neg_aff_Moment,neg_aff_Day,neg_aff_Person,context_Moment,context_Day,context_Person,user_id
5,5,2,-1,-1,-3,2,2,-2,-1,3,2,1,-0.52,3.78,1,0.85,-0.24,iLF3698Z1Z
6,1,2,2,1,1,-1,-2,-1,1,3,-5,-3.67,-2.85,3.78,1.33,0.52,-0.24,iLF3698Z1Z
6,2,0,-1,-1,-1,-1,1,-1,1,1,1,2.33,-2.85,3.78,-0.67,0.52,-0.24,iLF3698Z1Z
6,3,0,-1,1,1,1,-1,1,-1,-1,0,1.33,-2.85,3.78,-0.67,0.52,-0.24,iLF3698Z1Z
7,2,0,-1,-1,-1,1,2,-1,-1,-1,2,1,-0.52,3.78,0,-0.15,-0.24,iLF3698Z1Z
7,4,0,1,1,1,-1,-1,-1,1,-1,0,-1,-0.52,3.78,0,-0.15,-0.24,iLF3698Z1Z
8,5,0,-1,2,1,3,2,-2,-3,2,5,0,3.48,3.78,0,-0.15,-0.24,iLF3698Z1Z
9,3,0,1,1,-1,-1,1,-1,1,1,0,0,-1.52,3.78,0,-0.15,-0.24,iLF3698Z1Z
9,4,0,1,1,1,-1,-1,-1,-1,-1,0,0,-1.52,3.78,0,-0.15,-0.24,iLF3698Z1Z
1,1,0,1,1,1,1,-1,2,-2,1,-3,-3.6,1.52,1.34,0.4,-0.84,0.06,lpe8ncaYbI
1,2,-1,-1,1,2,2,-1,1,-1,-1,3,2.4,1.52,1.34,-0.6,-0.84,0.06,lpe8ncaYbI
1,3,-1,1,-1,2,2,1,-1,-1,-1,3,2.4,1.52,1.34,-0.6,-0.84,0.06,lpe8ncaYbI
1,4,0,1,-1,2,1,1,-1,-1,-1,-1,-1.6,1.52,1.34,0.4,-0.84,0.06,lpe8ncaYbI
1,5,0,1,-1,2,1,-1,-1,1,-1,1,0.4,1.52,1.34,0.4,-0.84,0.06,lpe8ncaYbI
2,1,0,1,-2,1,-1,-1,1,1,-1,-2,2.6,-3.68,1.34,-1,0.56,0.06,lpe8ncaYbI
2,2,2,3,-2,3,-2,-2,2,1,2,-8,-3.4,-3.68,1.34,1,0.56,0.06,lpe8ncaYbI
2,3,2,3,-2,2,-2,-3,2,-1,2,-7,-2.4,-3.68,1.34,1,0.56,0.06,lpe8ncaYbI
2,4,2,2,-2,2,-2,-2,1,2,2,-8,-3.4,-3.68,1.34,1,0.56,0.06,lpe8ncaYbI
2,5,-1,-2,2,-2,2,1,-2,-1,2,2,6.6,-3.68,1.34,-2,0.56,0.06,lpe8ncaYbI
3,1,0,1,-1,2,1,-1,-1,1,-1,-2,-1.8,0.72,1.34,-0.6,0.16,0.06,lpe8ncaYbI
3,2,0,1,-2,2,2,-1,-1,1,-1,1,1.2,0.72,1.34,-0.6,0.16,0.06,lpe8ncaYbI
3,3,1,-1,-2,3,2,-1,1,-1,1,0,0.2,0.72,1.34,0.4,0.16,0.06,lpe8ncaYbI
3,4,1,1,-1,2,2,1,-1,1,-1,0,0.2,0.72,1.34,0.4,0.16,0.06,lpe8ncaYbI
3,5,1,1,1,2,2,1,-2,-1,-1,0,0.2,0.72,1.34,0.4,0.16,0.06,lpe8ncaYbI
4,1,0,-1,-1,2,2,1,-1,-1,1,1,1.8,0.12,1.34,-0.6,0.16,0.06,lpe8ncaYbI
4,2,0,1,-1,2,2,1,-1,1,2,1,1.8,0.12,1.34,-0.6,0.16,0.06,lpe8ncaYbI
4,3,1,1,-1,2,2,-1,1,-1,1,-3,-2.2,0.12,1.34,0.4,0.16,0.06,lpe8ncaYbI
4,4,1,1,-1,2,2,-1,1,1,1,-3,-2.2,0.12,1.34,0.4,0.16,0.06,lpe8ncaYbI
4,5,1,1,-1,2,2,-1,1,1,-1,0,0.8,0.12,1.34,0.4,0.16,0.06,lpe8ncaYbI
5,1,1,1,1,1,2,1,-1,-1,1,-1,2,-2.08,1.34,0,0.56,0.06,lpe8ncaYbI
5,2,2,2,-1,2,1,-2,2,1,2,-7,-4,-2.08,1.34,1,0.56,0.06,lpe8ncaYbI
5,3,1,1,-1,2,2,-1,1,1,-1,-4,-1,-2.08,1.34,0,0.56,0.06,lpe8ncaYbI
5,4,1,-1,1,2,2,1,-1,1,1,-2,1,-2.08,1.34,0,0.56,0.06,lpe8ncaYbI
5,5,0,-1,-2,2,2,-1,1,1,-1,-1,2,-2.08,1.34,-1,0.56,0.06,lpe8ncaYbI
6,1,0,1,-1,2,2,1,-1,-1,-1,0,-1,1.92,1.34,-0.4,-0.04,0.06,lpe8ncaYbI
6,2,1,2,-1,2,2,-1,1,1,1,-2,-3,1.92,1.34,0.6,-0.04,0.06,lpe8ncaYbI
6,3,1,2,-1,2,2,-1,-1,1,1,-1,-2,1.92,1.34,0.6,-0.04,0.06,lpe8ncaYbI
6,4,0,-1,1,2,2,1,-1,-1,1,4,3,1.92,1.34,-0.4,-0.04,0.06,lpe8ncaYbI
6,5,0,-2,2,2,3,2,-2,-2,2,4,3,1.92,1.34,-0.4,-0.04,0.06,lpe8ncaYbI
7,2,1,2,-2,2,1,-1,2,1,2,-4,-1.5,-1.58,1.34,0,0.56,0.06,lpe8ncaYbI
7,3,1,1,-2,2,1,-2,1,2,2,-4,-1.5,-1.58,1.34,0,0.56,0.06,lpe8ncaYbI
7,4,2,1,-2,2,1,-2,2,1,1,-4,-1.5,-1.58,1.34,1,0.56,0.06,lpe8ncaYbI
7,5,0,-1,2,2,2,2,-1,-2,2,2,4.5,-1.58,1.34,-1,0.56,0.06,lpe8ncaYbI
8,1,0,-1,1,2,2,1,-1,-1,1,1,-0.8,2.72,1.34,0,-0.44,0.06,lpe8ncaYbI
8,2,0,-1,-1,2,2,-1,-1,-1,-1,2,0.2,2.72,1.34,0,-0.44,0.06,lpe8ncaYbI
8,3,0,1,1,2,2,1,-1,-1,1,3,1.2,2.72,1.34,0,-0.44,0.06,lpe8ncaYbI
8,4,0,1,1,3,3,-1,-1,-1,-1,2,0.2,2.72,1.34,0,-0.44,0.06,lpe8ncaYbI
8,5,0,1,-1,2,2,-1,1,1,-1,1,-0.8,2.72,1.34,0,-0.44,0.06,lpe8ncaYbI
9,1,0,1,-2,2,2,-1,1,1,1,-4,-3.4,0.32,1.34,0.2,-0.64,0.06,lpe8ncaYbI
9,2,0,1,-2,2,2,-1,2,1,1,-2,-1.4,0.32,1.34,0.2,-0.64,0.06,lpe8ncaYbI
9,3,-1,-2,3,1,3,2,-2,-2,2,4,4.6,0.32,1.34,-0.8,-0.64,0.06,lpe8ncaYbI
9,4,1,2,-1,1,2,-1,1,1,1,-4,-3.4,0.32,1.34,1.2,-0.64,0.06,lpe8ncaYbI
9,5,-1,-1,-2,2,2,-1,-2,1,2,3,3.6,0.32,1.34,-0.8,-0.64,0.06,lpe8ncaYbI
1,1,0,1,-2,2,-1,-3,2,2,2,-4,-1.25,-2.94,2.45,-0.25,0.42,-0.55,e3h4oK0Zpd
1,3,0,1,-2,2,-2,-3,1,2,-2,-5,-2.25,-2.94,2.45,-0.25,0.42,-0.55,e3h4oK0Zpd
1,4,1,1,1,1,-2,-2,-2,1,-2,-1,1.75,-2.94,2.45,0.75,0.42,-0.55,e3h4oK0Zpd
1,5,0,-1,-2,-1,-2,-2,1,-2,-2,-1,1.75,-2.94,2.45,-0.25,0.42,-0.55,e3h4oK0Zpd
2,1,-1,1,-2,1,-2,-2,1,1,-2,0,0.8,-0.99,2.45,-0.6,-0.23,-0.55,e3h4oK0Zpd
2,2,0,1,-2,-2,1,-3,1,1,-2,-2,-1.2,-0.99,2.45,0.4,-0.23,-0.55,e3h4oK0Zpd
2,3,0,1,-2,2,-2,-2,1,1,-3,-3,-2.2,-0.99,2.45,0.4,-0.23,-0.55,e3h4oK0Zpd
2,4,0,2,-2,1,-2,-3,2,2,-2,-3,-2.2,-0.99,2.45,0.4,-0.23,-0.55,e3h4oK0Zpd
2,5,-1,-1,1,1,-2,-2,1,-2,2,4,4.8,-0.99,2.45,-0.6,-0.23,-0.55,e3h4oK0Zpd
3,1,0,-1,1,1,-2,-2,1,1,1,-1,-4.5,3.31,2.45,0.75,-0.58,-0.55,e3h4oK0Zpd
3,2,0,-2,-2,1,-2,-1,1,-2,-2,2,-1.5,3.31,2.45,0.75,-0.58,-0.55,e3h4oK0Zpd
3,3,-1,-2,2,2,1,-2,-2,-2,1,7,3.5,3.31,2.45,-0.25,-0.58,-0.55,e3h4oK0Zpd
3,4,-2,-3,2,2,2,1,-2,-2,2,6,2.5,3.31,2.45,-1.25,-0.58,-0.55,e3h4oK0Zpd
4,2,0,-2,2,1,1,2,-2,-2,1,0,-0.75,0.56,2.45,0,0.17,-0.55,e3h4oK0Zpd
4,3,0,-2,2,1,1,2,-2,-2,2,3,2.25,0.56,2.45,0,0.17,-0.55,e3h4oK0Zpd
4,4,0,-2,1,1,1,-1,-2,-2,1,1,0.25,0.56,2.45,0,0.17,-0.55,e3h4oK0Zpd
4,5,0,-1,-1,1,1,1,-1,1,-2,-1,-1.75,0.56,2.45,0,0.17,-0.55,e3h4oK0Zpd
5,2,2,1,-3,1,-1,-1,2,-1,-1,-4,-1.25,-2.94,2.45,1.5,0.67,-0.55,e3h4oK0Zpd
5,3,-1,-1,-1,1,1,-2,1,-2,-1,-1,1.75,-2.94,2.45,-1.5,0.67,-0.55,e3h4oK0Zpd
5,4,0,-1,-1,1,1,-2,2,1,-1,-2,0.75,-2.94,2.45,-0.5,0.67,-0.55,e3h4oK0Zpd
5,5,1,1,-2,1,-2,-1,2,1,-1,-4,-1.25,-2.94,2.45,0.5,0.67,-0.55,e3h4oK0Zpd
6,1,0,-2,2,1,2,2,-1,-1,1,1,0,0.81,2.45,0.2,-0.03,-0.55,e3h4oK0Zpd
6,2,0,-1,1,-1,1,1,-1,-1,1,1,0,0.81,2.45,0.2,-0.03,-0.55,e3h4oK0Zpd
6,3,0,1,-1,1,1,-1,1,1,-1,-1,-2,0.81,2.45,0.2,-0.03,-0.55,e3h4oK0Zpd
6,4,0,-1,1,1,-1,1,-1,1,1,-2,-3,0.81,2.45,0.2,-0.03,-0.55,e3h4oK0Zpd
6,5,-1,-2,2,1,2,1,-2,-2,2,6,5,0.81,2.45,-0.8,-0.03,-0.55,e3h4oK0Zpd
7,2,0,-1,2,-1,2,1,-1,-2,2,1,-1.75,2.56,2.45,0.5,-0.33,-0.55,e3h4oK0Zpd
7,3,0,-2,1,-1,1,1,-1,-2,2,2,-0.75,2.56,2.45,0.5,-0.33,-0.55,e3h4oK0Zpd
7,4,0,-2,1,-1,1,1,-1,-2,1,1,-1.75,2.56,2.45,0.5,-0.33,-0.55,e3h4oK0Zpd
7,5,-2,-2,2,-2,2,2,-2,-2,3,7,4.25,2.56,2.45,-1.5,-0.33,-0.55,e3h4oK0Zpd
8,1,0,-1,1,1,1,1,1,-1,1,-2,-2.2,0.01,2.45,0.4,-0.23,-0.55,e3h4oK0Zpd
8,2,-1,-1,-1,-1,1,-1,-1,-1,1,0,-0.2,0.01,2.45,-0.6,-0.23,-0.55,e3h4oK0Zpd
8,3,0,-1,-1,1,1,-1,-1,1,1,0,-0.2,0.01,2.45,0.4,-0.23,-0.55,e3h4oK0Zpd
8,4,0,-1,2,1,1,1,-1,-1,1,-1,-1.2,0.01,2.45,0.4,-0.23,-0.55,e3h4oK0Zpd
8,5,-1,-1,1,-1,1,1,-1,-2,1,4,3.8,0.01,2.45,-0.6,-0.23,-0.55,e3h4oK0Zpd
9,1,0,-2,2,1,1,2,-2,-2,2,0,0.2,-0.39,2.45,0,0.17,-0.55,e3h4oK0Zpd
9,2,0,-1,1,-1,1,1,-1,1,1,0,0.2,-0.39,2.45,0,0.17,-0.55,e3h4oK0Zpd
9,3,0,-1,2,1,1,1,-1,-1,1,-1,-0.8,-0.39,2.45,0,0.17,-0.55,e3h4oK0Zpd
9,4,0,-1,1,1,1,1,-1,-1,-1,0,0.2,-0.39,2.45,0,0.17,-0.55,e3h4oK0Zpd
9,5,0,-1,2,-1,2,2,-1,-2,-1,0,0.2,-0.39,2.45,0,0.17,-0.55,e3h4oK0Zpd
1,1,2,2,-3,3,2,-3,2,2,-3,-7,-2,-2.93,0.19,0.8,1.11,-0.3,6caex3YBqE
1,2,0,2,-2,2,2,-3,2,1,-2,-7,-2,-2.93,0.19,-1.2,1.11,-0.3,6caex3YBqE
1,3,2,3,-3,3,2,-3,1,2,-2,-8,-3,-2.93,0.19,0.8,1.11,-0.3,6caex3YBqE
1,4,2,2,-2,3,2,-2,1,1,-2,-7,-2,-2.93,0.19,0.8,1.11,-0.3,6caex3YBqE
1,5,0,2,2,2,3,2,-1,-3,-1,4,9,-2.93,0.19,-1.2,1.11,-0.3,6caex3YBqE
2,1,0,2,-1,2,2,-1,2,1,-1,-4,-1.2,-0.73,0.19,-0.4,0.31,-0.3,6caex3YBqE
2,2,0,2,-1,2,2,-1,1,2,-1,-3,-0.2,-0.73,0.19,-0.4,0.31,-0.3,6caex3YBqE
2,3,0,1,-1,2,2,-1,1,1,-2,-2,0.8,-0.73,0.19,-0.4,0.31,-0.3,6caex3YBqE
2,4,1,2,-1,2,2,-2,1,1,1,-2,0.8,-0.73,0.19,0.6,0.31,-0.3,6caex3YBqE
2,5,1,2,-1,2,2,-1,1,2,1,-3,-0.2,-0.73,0.19,0.6,0.31,-0.3,6caex3YBqE
3,1,0,1,1,3,2,1,-1,-1,-1,0,-0.2,2.27,0.19,0.2,-0.29,-0.3,6caex3YBqE
3,2,0,2,1,3,2,1,-1,-1,1,-1,-1.2,2.27,0.19,0.2,-0.29,-0.3,6caex3YBqE
3,3,-1,1,2,2,3,-1,-1,-1,2,3,2.8,2.27,0.19,-0.8,-0.29,-0.3,6caex3YBqE
3,4,0,1,2,2,2,1,1,1,1,-1,-1.2,2.27,0.19,0.2,-0.29,-0.3,6caex3YBqE
3,5,0,1,1,2,2,1,-1,-1,1,0,-0.2,2.27,0.19,0.2,-0.29,-0.3,6caex3YBqE
4,1,-2,-2,3,3,3,2,-1,-3,3,8,8.8,1.27,0.19,-1.8,-0.29,-0.3,6caex3YBqE
4,2,0,2,2,3,1,-1,-1,-1,1,-5,-4.2,1.27,0.19,0.2,-0.29,-0.3,6caex3YBqE
4,3,1,1,-1,3,1,-1,1,1,1,-3,-2.2,1.27,0.19,1.2,-0.29,-0.3,6caex3YBqE
4,4,0,2,-1,3,2,1,1,1,1,-2,-1.2,1.27,0.19,0.2,-0.29,-0.3,6caex3YBqE
4,5,0,1,1,3,2,1,-1,-1,1,-2,-1.2,1.27,0.19,0.2,-0.29,-0.3,6caex3YBqE
5,1,-1,-1,3,3,2,2,-2,-2,2,5,4.4,2.67,0.19,-1,-0.09,-0.3,6caex3YBqE
5,2,0,-1,3,3,3,2,-2,-2,2,2,1.4,2.67,0.19,0,-0.09,-0.3,6caex3YBqE
5,3,-1,-1,1,3,3,2,-1,-1,2,1,0.4,2.67,0.19,-1,-0.09,-0.3,6caex3YBqE
5,4,1,-1,2,3,3,2,-1,-2,2,-2,-2.6,2.67,0.19,1,-0.09,-0.3,6caex3YBqE
5,5,1,-1,1,3,2,1,-1,-1,1,-3,-3.6,2.67,0.19,1,-0.09,-0.3,6caex3YBqE
6,2,0,2,-1,3,1,-1,-1,1,-1,-6,-1.25,-2.68,0.19,-0.25,0.16,-0.3,6caex3YBqE
6,3,0,2,-1,3,1,-1,1,-1,1,-4,0.75,-2.68,0.19,-0.25,0.16,-0.3,6caex3YBqE
6,4,0,1,-2,3,1,-2,1,1,1,-4,0.75,-2.68,0.19,-0.25,0.16,-0.3,6caex3YBqE
6,5,1,2,1,3,2,-1,-1,1,1,-5,-0.25,-2.68,0.19,0.75,0.16,-0.3,6caex3YBqE
7,2,0,1,-1,3,1,-1,1,-1,-1,-4,1,-2.93,0.19,-0.25,0.16,-0.3,6caex3YBqE
7,3,0,1,1,3,2,1,-1,-1,1,-5,0,-2.93,0.19,-0.25,0.16,-0.3,6caex3YBqE
7,4,0,2,-1,3,1,-1,1,-1,1,-5,0,-2.93,0.19,-0.25,0.16,-0.3,6caex3YBqE
7,5,1,2,-1,3,1,1,-1,-1,1,-6,-1,-2.93,0.19,0.75,0.16,-0.3,6caex3YBqE
8,1,-2,1,-1,3,1,1,-2,1,-1,1,0,3.07,0.19,-1,-1.09,-0.3,6caex3YBqE
8,2,-1,-1,1,3,3,1,1,-1,1,3,2,3.07,0.19,0,-1.09,-0.3,6caex3YBqE
8,3,0,1,1,3,1,-1,1,-1,-1,-1,-2,3.07,0.19,1,-1.09,-0.3,6caex3YBqE
8,4,-1,-1,1,3,1,1,1,-1,1,2,1,3.07,0.19,0,-1.09,-0.3,6caex3YBqE
8,5,-1,1,2,3,3,-1,-1,-1,2,0,-1,3.07,0.19,0,-1.09,-0.3,6caex3YBqE
1,1,1,-1,2,-2,1,-1,1,1,-2,-1,-1.6,1.44,1.42,1,-0.42,0.03,ohQ3QWnI9j
1,2,1,1,-2,1,-1,-2,1,-2,-2,-4,-4.6,1.44,1.42,1,-0.42,0.03,ohQ3QWnI9j
1,3,-1,1,1,-2,1,-1,-1,-1,-1,5,4.4,1.44,1.42,-1,-0.42,0.03,ohQ3QWnI9j
1,4,-1,1,1,3,1,1,-2,1,1,5,4.4,1.44,1.42,-1,-0.42,0.03,ohQ3QWnI9j
1,5,0,-2,1,3,1,2,1,1,2,-2,-2.6,1.44,1.42,0,-0.42,0.03,ohQ3QWnI9j
2,1,1,1,-2,1,-1,1,1,1,1,0,2.2,-1.36,1.42,0.4,0.18,0.03,ohQ3QWnI9j
2,2,2,2,2,2,1,-2,-1,3,-2,-5,-2.8,-1.36,1.42,1.4,0.18,0.03,ohQ3QWnI9j
2,3,0,-1,1,1,-1,-1,-1,1,1,-4,-1.8,-1.36,1.42,-0.6,0.18,0.03,ohQ3QWnI9j
2,4,-1,-1,-3,-2,-3,-2,1,-2,-1,1,3.2,-1.36,1.42,-1.6,0.18,0.03,ohQ3QWnI9j
2,5,1,1,-1,-2,-1,1,2,2,1,-3,-0.8,-1.36,1.42,0.4,0.18,0.03,ohQ3QWnI9j
3,1,-1,-1,2,1,1,-1,-1,-1,1,1,0.4,1.44,1.42,-1.4,-0.02,0.03,ohQ3QWnI9j
3,2,1,1,-1,-1,1,-1,1,1,2,1,0.4,1.44,1.42,0.6,-0.02,0.03,ohQ3QWnI9j
3,3,1,-1,1,-1,2,1,-1,2,1,-1,-1.6,1.44,1.42,0.6,-0.02,0.03,ohQ3QWnI9j
3,4,0,-1,1,-1,-1,-1,-1,-1,1,2,1.4,1.44,1.42,-0.4,-0.02,0.03,ohQ3QWnI9j
3,5,1,1,1,1,-1,1,2,2,1,0,-0.6,1.44,1.42,0.6,-0.02,0.03,ohQ3QWnI9j
4,1,0,1,2,-2,-1,2,1,1,3,0,0,0.84,1.42,0,-0.42,0.03,ohQ3QWnI9j
4,5,0,1,2,-1,1,1,1,-1,1,0,0,0.84,1.42,0,-0.42,0.03,ohQ3QWnI9j
5,1,0,1,1,-1,-1,1,-1,1,1,0,-0.2,1.04,1.42,-0.8,0.38,0.03,ohQ3QWnI9j
5,2,1,2,1,1,1,-3,-1,2,2,1,0.8,1.04,1.42,0.2,0.38,0.03,ohQ3QWnI9j
5,3,1,1,1,3,-2,-2,2,2,2,-3,-3.2,1.04,1.42,0.2,0.38,0.03,ohQ3QWnI9j
5,4,1,2,2,1,-2,3,1,2,3,1,0.8,1.04,1.42,0.2,0.38,0.03,ohQ3QWnI9j
5,5,1,1,1,1,1,1,1,2,1,2,1.8,1.04,1.42,0.2,0.38,0.03,ohQ3QWnI9j
6,1,1,-3,-1,2,1,2,-3,1,2,4,6,-1.16,1.42,-0.2,0.78,0.03,ohQ3QWnI9j
6,2,2,2,1,-1,2,1,-1,-3,-2,-5,-3,-1.16,1.42,0.8,0.78,0.03,ohQ3QWnI9j
6,3,1,1,1,1,1,-1,2,2,-1,0,2,-1.16,1.42,-0.2,0.78,0.03,ohQ3QWnI9j
6,4,1,2,2,1,1,-1,1,1,2,-6,-4,-1.16,1.42,-0.2,0.78,0.03,ohQ3QWnI9j
6,5,1,-1,2,1,-2,-1,-1,1,1,-3,-1,-1.16,1.42,-0.2,0.78,0.03,ohQ3QWnI9j
7,1,-1,2,-1,1,1,-1,1,1,3,-1,1,-1.16,1.42,-1,-0.42,0.03,ohQ3QWnI9j
7,2,0,2,-2,1,-1,-1,-1,2,1,-3,-1,-1.16,1.42,0,-0.42,0.03,ohQ3QWnI9j
7,3,1,1,1,1,-2,-1,2,1,1,-4,-2,-1.16,1.42,1,-0.42,0.03,ohQ3QWnI9j
7,4,-1,1,1,1,-1,-1,1,1,1,2,4,-1.16,1.42,-1,-0.42,0.03,ohQ3QWnI9j
7,5,1,1,2,1,-1,1,1,-1,1,-4,-2,-1.16,1.42,1,-0.42,0.03,ohQ3QWnI9j
8,1,1,1,1,2,1,-1,1,1,-1,-3,-3.5,1.34,1.42,0.75,-0.17,0.03,ohQ3QWnI9j
8,2,-2,-3,-3,-3,3,3,-3,3,3,8,7.5,1.34,1.42,-2.25,-0.17,0.03,ohQ3QWnI9j
8,3,1,2,1,-1,2,-1,1,-2,-2,0,-0.5,1.34,1.42,0.75,-0.17,0.03,ohQ3QWnI9j
8,4,1,2,1,-2,3,1,-1,-2,1,-3,-3.5,1.34,1.42,0.75,-0.17,0.03,ohQ3QWnI9j
9,2,0,-2,2,-2,2,3,-1,1,2,2,5.25,-2.41,1.42,-0.5,0.08,0.03,ohQ3QWnI9j
9,3,-1,2,2,1,-2,-1,-2,-2,-1,-7,-3.75,-2.41,1.42,-1.5,0.08,0.03,ohQ3QWnI9j
9,4,2,-2,-1,-3,1,2,3,-2,1,-1,2.25,-2.41,1.42,1.5,0.08,0.03,ohQ3QWnI9j
9,5,1,-1,1,-1,-1,-1,-2,1,2,-7,-3.75,-2.41,1.42,0.5,0.08,0.03,ohQ3QWnI9j
1,1,2,3,-3,3,-3,-3,3,3,2,-4,0.33,0.51,-2.58,0,1.53,0.09,0b9tNpJcsY
1,2,2,3,-3,3,-3,-3,2,3,2,-4,0.33,0.51,-2.58,0,1.53,0.09,0b9tNpJcsY
1,3,2,3,-3,3,-3,-3,3,3,2,-5,-0.67,0.51,-2.58,0,1.53,0.09,0b9tNpJcsY
2,4,1,3,-3,3,-3,-3,3,3,2,-5,0.5,-0.65,-2.58,-0.5,1.03,0.09,0b9tNpJcsY
2,5,2,3,-3,3,-3,-3,3,3,3,-6,-0.5,-0.65,-2.58,0.5,1.03,0.09,0b9tNpJcsY
3,4,0,3,-3,3,-3,-3,2,3,3,-7,-0.5,-1.65,-2.58,0,-0.47,0.09,0b9tNpJcsY
3,5,0,3,-3,3,-3,-3,3,3,3,-6,0.5,-1.65,-2.58,0,-0.47,0.09,0b9tNpJcsY
4,3,-1,3,-3,3,-3,-3,3,3,3,-2,0.67,2.18,-2.58,-0.33,-1.14,0.09,0b9tNpJcsY
4,4,-1,3,-3,3,-3,-3,3,3,3,-4,-1.33,2.18,-2.58,-0.33,-1.14,0.09,0b9tNpJcsY
4,5,0,3,-3,3,-3,-3,3,3,2,-2,0.67,2.18,-2.58,0.67,-1.14,0.09,0b9tNpJcsY
5,2,2,3,-3,3,-3,-3,3,3,2,-8,-1.25,-1.9,-2.58,0,1.53,0.09,0b9tNpJcsY
5,3,2,3,-3,3,-3,-3,3,3,2,-7,-0.25,-1.9,-2.58,0,1.53,0.09,0b9tNpJcsY
5,4,2,3,-3,3,-3,-3,2,3,2,-6,0.75,-1.9,-2.58,0,1.53,0.09,0b9tNpJcsY
5,5,2,3,-3,3,-3,-3,3,3,2,-6,0.75,-1.9,-2.58,0,1.53,0.09,0b9tNpJcsY
6,3,-2,3,-3,3,-3,-3,3,3,2,-4,-0.67,1.51,-2.58,0,-2.47,0.09,0b9tNpJcsY
6,4,-2,3,-3,3,-3,-3,3,3,2,-3,0.33,1.51,-2.58,0,-2.47,0.09,0b9tNpJcsY
6,5,-2,3,-3,3,-3,-3,3,3,2,-3,0.33,1.51,-2.58,0,-2.47,0.09,0b9tNpJcsY
1,1,-1,3,-2,3,-3,-3,3,2,-1,-2,1.4,-0.03,-1.1,-1.6,0.11,0.11,478rdDr9I2
1,2,2,3,-3,3,-2,-3,2,2,1,-7,-3.6,-0.03,-1.1,1.4,0.11,0.11,478rdDr9I2
1,3,0,-1,-2,-2,-2,-3,-1,1,3,0,3.4,-0.03,-1.1,-0.6,0.11,0.11,478rdDr9I2
1,4,0,1,-3,3,-3,-3,3,3,-1,-5,-1.6,-0.03,-1.1,-0.6,0.11,0.11,478rdDr9I2
1,5,2,-1,-2,3,1,-3,1,-1,2,-3,0.4,-0.03,-1.1,1.4,0.11,0.11,478rdDr9I2
2,1,-1,-1,-2,1,-1,-1,-2,2,3,1,3.4,0.97,-1.1,-1,-0.49,0.11,478rdDr9I2
2,2,0,3,-2,1,-1,-3,-1,2,3,-1,1.4,0.97,-1.1,0,-0.49,0.11,478rdDr9I2
2,3,2,3,2,-2,2,-1,1,3,3,-5,-2.6,0.97,-1.1,2,-0.49,0.11,478rdDr9I2
2,4,0,1,-3,3,1,-3,1,-1,2,-3,-0.6,0.97,-1.1,0,-0.49,0.11,478rdDr9I2
2,5,-1,3,-3,2,-3,-3,-1,2,3,-4,-1.6,0.97,-1.1,-1,-0.49,0.11,478rdDr9I2
3,1,0,2,-3,1,-3,-2,-1,3,3,1,3.2,1.17,-1.1,-0.4,-0.09,0.11,478rdDr9I2
3,2,0,2,-2,3,2,-2,2,1,1,-3,-0.8,1.17,-1.1,-0.4,-0.09,0.11,478rdDr9I2
3,3,2,3,-2,3,-2,-3,2,2,1,-6,-3.8,1.17,-1.1,1.6,-0.09,0.11,478rdDr9I2
3,4,0,2,-3,2,-1,-3,1,2,-1,-4,-1.8,1.17,-1.1,-0.4,-0.09,0.11,478rdDr9I2
3,5,0,2,-1,3,-3,-2,2,1,-1,1,3.2,1.17,-1.1,-0.4,-0.09,0.11,478rdDr9I2
4,1,2,3,-2,2,-1,-2,-2,1,3,-5,-2.2,0.57,-1.1,1.6,-0.09,0.11,478rdDr9I2
4,2,1,2,-3,3,-3,-3,-3,2,2,-5,-2.2,0.57,-1.1,0.6,-0.09,0.11,478rdDr9I2
4,3,-2,2,-3,3,-1,-3,-3,2,2,-3,-0.2,0.57,-1.1,-2.4,-0.09,0.11,478rdDr9I2
4,4,1,2,-3,2,-2,-2,1,2,3,-3,-0.2,0.57,-1.1,0.6,-0.09,0.11,478rdDr9I2
4,5,0,1,-2,3,-2,-2,-1,2,3,2,4.8,0.57,-1.1,-0.4,-0.09,0.11,478rdDr9I2
5,1,0,3,-2,2,-2,-3,2,3,2,-5,-0.5,-1.13,-1.1,-0.25,-0.24,0.11,478rdDr9I2
5,2,0,3,-3,3,-3,-3,-1,3,-1,-6,-1.5,-1.13,-1.1,-0.25,-0.24,0.11,478rdDr9I2
5,3,1,1,-3,2,-2,-2,-1,2,2,-6,-1.5,-1.13,-1.1,0.75,-0.24,0.11,478rdDr9I2
5,5,0,1,-3,2,-2,-3,-1,2,3,-1,3.5,-1.13,-1.1,-0.25,-0.24,0.11,478rdDr9I2
6,2,0,2,-2,2,-1,-2,2,2,-1,-3,1,-0.63,-1.1,-1,0.51,0.11,478rdDr9I2
6,3,1,2,-3,3,-2,-2,2,1,-1,-1,3,-0.63,-1.1,0,0.51,0.11,478rdDr9I2
6,4,1,2,-3,2,-2,-2,-1,2,2,-6,-2,-0.63,-1.1,0,0.51,0.11,478rdDr9I2
6,5,2,2,-3,3,-3,-2,3,2,-1,-6,-2,-0.63,-1.1,1,0.51,0.11,478rdDr9I2
